Link,Name,Mileage,Engine Capacity,Year of manufacture,Fuel type,Price
https://gratka.pl/motoryzacja/volkswagen-t-roc-life-life-1-0-tsi-110km-pakiet-comfort-kamera-cofania/ob/30697595,Volkswagen T-Roc Life Life 1.0 TSI 110KM Pakiet Comfort Kamera cofania,NaN,999 cm3,2023,benzyna,113 900zł
https://gratka.pl/motoryzacja/volkswagen-style-style-1-0-tsi-110km-dsg-pakiet-comfort-kamera-cofania/ob/30697557,Volkswagen Style Style 1.0 TSI 110KM DSG Pakiet Comfort Kamera cofania,NaN,999 cm3,2023,benzyna,122 487zł
https://gratka.pl/motoryzacja/volkswagen-t-cross-life-life-1-0-tsi-110km-pakiet-comfort-pakiet-tech/ob/30697351,Volkswagen T-Cross Life Life 1.0 TSI 110KM Pakiet Comfort Pakiet Tech,NaN,999 cm3,2023,benzyna,111 800zł
https://gratka.pl/motoryzacja/volkswagen-arteon-r-line-r-line-2-0-tsi-190km-dsg-kamera-cofania-pakiet-tech/ob/30697307,Volkswagen Arteon R-Line R-Line 2.0 TSI 190KM DSG Kamera cofania Pakiet Tech,NaN,1984 cm3,2023,benzyna,223 000zł
https://gratka.pl/motoryzacja/volkswagen-t-cross-1-0-tsi-style-dsg-style-1-0-tsi-110km-dsg-pakiet-comfort-pakiet-tech/ob/30697265,Volkswagen T-Cross 1.0 TSI Style DSG Style 1.0 TSI 110KM DSG Pakiet Comfort Pakiet Tech,NaN,999 cm3,2023,benzyna,117 290zł
https://gratka.pl/motoryzacja/volkswagen-gtx-id-4-gtx-77-kwh-4motion-dach-panoramiczny/ob/30697205,Volkswagen GTX ID.4 GTX 77 kWh 4Motion Dach panoramiczny,NaN,NaN,2023,napęd elektryczny,304 800zł
https://gratka.pl/motoryzacja/volkswagen-touareg-iii-elegance-elegance-3-0-v6-tdi-286km-dsg-dach-panoramiczny/ob/30697149,Volkswagen Touareg III Elegance Elegance 3.0 V6 TDI 286KM DSG Dach panoramiczny,NaN,2967 cm3,2023,diesel,488 417zł
https://gratka.pl/motoryzacja/volkswagen-t-cross-life-life-1-0-tsi-110km-dsg-kamera-cofania-climatronic/ob/30697083,Volkswagen T-Cross Life Life 1.0 TSI 110KM DSG Kamera cofania Climatronic,NaN,999 cm3,2023,benzyna,116 900zł
https://gratka.pl/motoryzacja/volkswagen-t-cross-life-life-1-0-tsi-110km-pakiet-comfort/ob/30697033,Volkswagen T-Cross Life Life 1.0 TSI 110KM Pakiet Comfort,NaN,999 cm3,2023,benzyna,100 890zł
https://gratka.pl/motoryzacja/volkswagen-t-cross-style-style-1-0-tsi-110km-dsg-pakiet-tech-pakiet-comfort/ob/30696993,Volkswagen T-Cross Style Style 1.0 TSI 110KM DSG Pakiet Tech Pakiet Comfort,NaN,999 cm3,2023,benzyna,119 599zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-style-style-1-5-tsi-150km-dsg-pakiet-black-style/ob/30696931,Volkswagen T-Roc Style Style 1.5 TSI 150KM DSG Pakiet Black Style,NaN,1498 cm3,2023,benzyna,149 000zł
https://gratka.pl/motoryzacja/volkswagen-touran-iii-highline-highline-1-5-tsi-150km-dsg-pakiet-comfort/ob/30696823,Volkswagen Touran III Highline Highline 1.5 TSI 150KM DSG Pakiet Comfort,NaN,1498 cm3,2023,benzyna,164 900zł
https://gratka.pl/motoryzacja/volkswagen-t-cross-life-life-1-0-tsi-110km-dsg-pakiet-comfort/ob/30696767,Volkswagen T-Cross Life Life 1.0 TSI 110KM DSG Pakiet Comfort,NaN,999 cm3,2023,benzyna,120 710zł
https://gratka.pl/motoryzacja/volkswagen-t-cross-life-life-1-0-tsi-110km-dsg-pakiet-comfort/ob/30696697,Volkswagen T-Cross Life Life 1.0 TSI 110KM DSG Pakiet Comfort,NaN,999 cm3,2023,benzyna,114 900zł
https://gratka.pl/motoryzacja/volkswagen-style-style-1-0-tsi-110km-dsg/ob/30696643,Volkswagen Style Style 1.0 TSI 110KM DSG,NaN,999 cm3,2023,benzyna,127 900zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-life-life-1-0-tsi-110km/ob/30696605,Volkswagen T-Roc Life Life 1.0 TSI 110KM,NaN,999 cm3,2023,benzyna,111 400zł
https://gratka.pl/motoryzacja/volkswagen-style-style-1-0-tsi-110km-dsg/ob/30696517,Volkswagen Style Style 1.0 TSI 110KM DSG,NaN,999 cm3,2023,benzyna,123 607zł
https://gratka.pl/motoryzacja/volkswagen-arteon-elegance-elegance-2-0-tsi-190km-dsg/ob/30696483,Volkswagen Arteon Elegance Elegance 2.0 TSI 190KM DSG,NaN,1984 cm3,2023,benzyna,225 900zł
https://gratka.pl/motoryzacja/volkswagen-t-cross-life-life-1-0-tsi-110km-dsg/ob/30696467,Volkswagen T-Cross Life Life 1.0 TSI 110KM DSG,NaN,999 cm3,2023,benzyna,109 900zł
https://gratka.pl/motoryzacja/volkswagen-golf-viii-viii-r-viii-r-2-0-tsi-320km-dsg-4mot/ob/30696427,Volkswagen Golf VIII VIII R VIII R 2.0 TSI 320KM DSG 4Mot.,NaN,1984 cm3,2023,benzyna,253 440zł
https://gratka.pl/motoryzacja/volkswagen-golf-viii-viii-r-viii-r-2-0-tsi-320km-dsg-4mot/ob/30696391,Volkswagen Golf VIII VIII R VIII R 2.0 TSI 320KM DSG 4Mot.,NaN,1984 cm3,2023,benzyna,238 590zł
https://gratka.pl/motoryzacja/volkswagen-golf-viii-viii-life-viii-life-1-5-etsi-150km-dsg/ob/30696355,Volkswagen Golf VIII VIII Life VIII Life 1.5 eTSI 150KM DSG,NaN,1498 cm3,2023,benzyna,153 245zł
https://gratka.pl/motoryzacja/volkswagen-touareg-iii-3-0-v6-tdi-4mot/ob/30696279,Volkswagen Touareg III 3.0 V6 TDI 4Mot.,NaN,2967 cm3,2023,diesel,329 000zł
https://gratka.pl/motoryzacja/volkswagen-r-line-taigo-r-line-1-5-tsi-150km-dsg/ob/30696225,Volkswagen R-Line Taigo R-Line 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,152 900zł
https://gratka.pl/motoryzacja/volkswagen-passat-b8-elegance-elegance-2-0-tdi-200km-dsg/ob/30696183,Volkswagen Passat B8 Elegance Elegance 2.0 TDI 200KM DSG,NaN,1968 cm3,2023,diesel,215 000zł
https://gratka.pl/motoryzacja/volkswagen-golf-viii-life-life-1-5-etsi-150km-dsg/ob/30696075,Volkswagen Golf VIII Life Life 1.5 eTSI 150KM DSG,NaN,1498 cm3,2023,benzyna,139 224zł
https://gratka.pl/motoryzacja/volkswagen-golf-viii-viii-style-style-1-5-etsi-150km-dsg/ob/30696041,Volkswagen Golf VIII VIII Style Style 1.5 eTSI 150KM DSG,NaN,1498 cm3,2023,benzyna,144 748zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-style-style-1-5-tsi-150km-dsg/ob/30695983,Volkswagen T-Roc Style Style 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,159 000zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-style-style-1-5-tsi-150km-dsg/ob/30695937,Volkswagen T-Roc Style Style 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,160 000zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-life-life-1-5-tsi-150km-dsg/ob/30695871,Volkswagen T-Roc Life Life 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,129 000zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-life-life-1-5-tsi-150km-dsg/ob/30695833,Volkswagen T-Roc Life Life 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,134 999zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-life-life-1-5-tsi-150km-dsg/ob/30695801,Volkswagen T-Roc Life Life 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,131 000zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-life-life-1-5-tsi-150km-dsg/ob/30695767,Volkswagen T-Roc Life Life 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,128 000zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-life-life-1-5-tsi-150km-dsg/ob/30695729,Volkswagen T-Roc Life Life 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,130 900zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-life-life-1-5-tsi-150km-dsg/ob/30695699,Volkswagen T-Roc Life Life 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,135 350zł
https://gratka.pl/motoryzacja/volkswagen-style-taigo-style-1-5-tsi-150km-dsg/ob/30695671,Volkswagen Style Taigo Style 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,131 600zł
https://gratka.pl/motoryzacja/volkswagen-style-taigo-style-1-5-tsi-150km-dsg/ob/30695637,Volkswagen Style Taigo Style 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,135 650zł
https://gratka.pl/motoryzacja/volkswagen-style-taigo-style-1-5-tsi-150km-dsg/ob/30695605,Volkswagen Style Taigo Style 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,131 500zł
https://gratka.pl/motoryzacja/volkswagen-style-taigo-style-1-5-tsi-150km-dsg/ob/30695567,Volkswagen Style Taigo Style 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,133 000zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-1-5-tsi-life-1-5-tsi-150km-life/ob/30695485,Volkswagen T-Roc 1.5 TSI Life 1.5 TSI 150KM Life,NaN,1498 cm3,2023,benzyna,117 500zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-style-style-1-5-tsi-150km-dsg/ob/30695457,Volkswagen T-Roc Style Style 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,159 000zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-style-style-1-5-tsi-150km-dsg/ob/30695421,Volkswagen T-Roc Style Style 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,150 650zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-style-style-1-5-tsi-150km-dsg/ob/30695407,Volkswagen T-Roc Style Style 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,151 150zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-style-style-1-5-tsi-150km-dsg/ob/30695375,Volkswagen T-Roc Style Style 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,151 150zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-style-style-1-5-tsi-150km-dsg/ob/30695349,Volkswagen T-Roc Style Style 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,151 700zł
https://gratka.pl/motoryzacja/toyota-auris-ii-premium-1-8-premium-1-8-136km-hybrid/ob/30694367,Toyota Auris II Premium 1.8 Premium 1.8 136KM Hybrid,76032,1798 cm3,2018,technologia hybrydowa,89 900zł
https://gratka.pl/motoryzacja/nissan-qashqai-ii-acenta-1-3-dig-t-acenta-1-3-dig-t-158km/ob/30694355,Nissan Qashqai II Acenta 1.3 DIG-T Acenta 1.3 DIG-T 158KM,1000,1332 cm3,2022,technologia hybrydowa,145 500zł
https://gratka.pl/motoryzacja/hyundai-i30-ii-smart-smart-1-5-160km/ob/30694339,Hyundai i30 II Smart Smart 1.5 160KM,200,1482 cm3,2022,benzyna,101 900zł
https://gratka.pl/motoryzacja/nissan-qashqai-ii-1-3-dig-t-mhev-acenta-xtronic-acenta-1-3-dig-t-158km-mhev-kamera-co/ob/30694333,Nissan Qashqai II 1.3 DIG-T mHEV Acenta Xtronic Acenta 1.3 DIG-T 158KM mHEV |Kamera co,200,1332 cm3,2022,benzyna,145 500zł
https://gratka.pl/motoryzacja/ford-focus-iv-1-0-ecoboost-mhev-st-line-x-aut-st-line-x-ecoboost-155km-mhev-pakie/ob/30694329,Ford Focus IV 1.0 EcoBoost mHEV ST-Line X aut ST-Line X EcoBoost 155KM mHEV |Pakie,4326,999 cm3,2022,technologia hybrydowa,122 900zł
https://gratka.pl/motoryzacja/skoda-kamiq-style-style-1-5-tsi-150km-pakiet-tech/ob/30694321,Skoda Kamiq Style Style 1.5 TSI 150KM |Pakiet Tech|,200,1498 cm3,2022,benzyna,121 500zł
https://gratka.pl/motoryzacja/skoda-kamiq-ambition-ambition-1-5-tsi-150km-pakiet-tech/ob/30694313,Skoda Kamiq Ambition Ambition 1.5 TSI 150KM |Pakiet Tech|,200,1498 cm3,2022,benzyna,111 990zł
https://gratka.pl/motoryzacja/toyota-corolla-xii-1-5-comfort-comfort-1-5-125km-kamera-cofania/ob/30694305,Toyota Corolla XII 1.5 Comfort Comfort 1.5 125KM |Kamera cofania|,200,1490 cm3,2022,benzyna,92 900zł
https://gratka.pl/motoryzacja/toyota-auris-ii-premium-1-8-premium-1-8-136km-hybrid/ob/30694235,Toyota Auris II Premium 1.8 Premium 1.8 136KM Hybrid,31784,1798 cm3,2018,technologia hybrydowa,93 900zł
https://gratka.pl/motoryzacja/cupra-formentor-1-5-tsi-150km-dsg-od-reki/ob/30687479,Cupra Formentor 1.5 TSI 150KM DSG Od ręki,29562,1498 cm3,2021,benzyna,138 900zł
https://gratka.pl/motoryzacja/mercedes-benz-9g-tronic-3-0-d-4-matic-9g-tronic-salonpl-1wl-bezwypadkowy-fv23/ob/30686083,"Mercedes-Benz 9G-TRONIC 3.0 d 4-Matic 9G-Tronic, SalonPL/1wł, Bezwypadkowy, FV23%,",41000,2925 cm3,2019,diesel,319 990zł
https://gratka.pl/motoryzacja/audi-a6-v-c8-avant-55-tfsi-quattro-sport-55-tfsi-quattro-sport-3-0-340km/ob/30684559,Audi A6 V (C8) Avant 55 TFSI quattro Sport 55 TFSI quattro Sport 3.0 (340KM),NaN,2995 cm3,2023,benzyna,466 700zł
https://gratka.pl/motoryzacja/mercedes-benz-klasa-e-amg-line-business-edition-2-0-220-d-200km-amg-line-wyposazenie-p/ob/30683671,Mercedes-Benz Klasa E AMG Line Business Edition 2.0 220 d (200KM) AMG Line | Wyposażenie P,NaN,1993 cm3,2023,diesel,262 600zł
https://gratka.pl/motoryzacja/audi-q7-ii-50-tdi-quattro-s-line-3-0-286km-pakiet-stylistyczny-wnetrza-s-li/ob/30682419,Audi Q7 II 50 TDI quattro S Line 3.0 (286KM) | Pakiet stylistyczny wnętrza S li,NaN,2967 cm3,2023,diesel,325 600zł
https://gratka.pl/motoryzacja/fiat-tipo-ii-1-4-t-jet-16v-lounge-lounge-1-4-t-jet-120km-kamera-cofania-podgrze/ob/30682401,Fiat Tipo II 1.4 T-Jet 16v Lounge Lounge 1.4 T-Jet 120KM |Kamera cofania||Podgrze,68000,1368 cm3,2020,benzyna,64 990zł
https://gratka.pl/motoryzacja/bmw-x3-ii-f25-xdrive20i-aut-xdrive20i-2-0-184km-czujniki-parkowania-tyl/ob/30681905,BMW X3 II (F25) xDrive20i aut xDrive20i 2.0 184KM |Czujniki parkowania tył|,260935,1997 cm3,2014,benzyna,59 900zł
https://gratka.pl/motoryzacja/volkswagen-golf-sportsvan-vii-1-4-tsi-comfortline-comfortline-1-4-tsi-125km-czujniki-parkowan/ob/30681735,Volkswagen Golf Sportsvan VII 1.4 TSI Comfortline Comfortline 1.4 TSI 125KM |Czujniki parkowan,57565,1395 cm3,2018,benzyna,73 900zł
https://gratka.pl/motoryzacja/volkswagen-tiguan-ii-1-5-tsi-evo-elegance-dsg-elegance-1-5-tsi-150km-pakiet-zimowy-dla-f/ob/30681717,Volkswagen Tiguan II 1.5 TSI EVO Elegance DSG Elegance 1.5 TSI 150KM |Pakiet Zimowy dla f,25719,1498 cm3,2022,benzyna,164 900zł
https://gratka.pl/motoryzacja/audi-a3-iii-sportback-35-tfsi-s-line-sportback-35-tfsi-s-line-1-5-150km-pano/ob/30677435,Audi A3 III Sportback 35 TFSI S Line Sportback 35 TFSI S Line 1.5 (150KM) + Pano,NaN,1498 cm3,2023,benzyna,160 100zł
https://gratka.pl/motoryzacja/audi-a4-8w-35-tfsi-35-tfsi-2-0-150km-klima-3-strefowa-audi-parking-plus/ob/30677273,Audi A4 8W 35 TFSI 35 TFSI 2.0 (150KM) | + Klima 3-strefowa + Audi Parking Plus,NaN,1984 cm3,2023,benzyna,140 100zł
https://gratka.pl/motoryzacja/mercedes-benz-400-d-4-matic-amg-line-3-0-330km-pakiet-amg-line/ob/30671499,Mercedes-Benz 400 d 4-Matic AMG Line 3.0 (330KM) | Pakiet AMG Line,NaN,2925 cm3,2023,diesel,656 300zł
https://gratka.pl/motoryzacja/audi-a6-v-c8-avant-40-tdi-quattro-sport-2-0-204km-kamera-cofania/ob/30664841,Audi A6 V (C8) Avant 40 TDI Quattro Sport 2.0 (204KM) | Kamera cofania,NaN,1968 cm3,2023,diesel,260 600zł
https://gratka.pl/motoryzacja/mercedes-benz-citan-tourer-113-kamera-cofania-keyless-go-klimatyzacja-thermotronic/ob/30664557,Mercedes-Benz Citan Tourer 113 Kamera Cofania !! KEYLESS-GO !! Klimatyzacja THERMOTRONIC,NaN,1332 cm3,2023,benzyna,"164 326,77zł"
https://gratka.pl/motoryzacja/mercedes-benz-300-d-4-matic-9g-tronic-nawigacja-plus-kamera-cofania-alarm-an/ob/30664555,Mercedes-Benz 300 d 4-Matic 9G-Tronic Nawigacja Plus !! Kamera Cofania !! Alarm an,NaN,1950 cm3,2023,diesel,"434 434,77zł"
https://gratka.pl/motoryzacja/mercedes-benz-vito-w639-tourer-116-cdi-pro-9g-tronic-kamera-cofania-klimatyzacja-thermotr/ob/30664553,Mercedes-Benz Vito W639 Tourer 116 CDI Pro 9G-Tronic Kamera Cofania !! Klimatyzacja THERMOTR,NaN,1950 cm3,2023,diesel,"300 364,77zł"
https://gratka.pl/motoryzacja/toyota-proace-standard-l1h1-family-standard-l1h1-family-130km/ob/30664545,Toyota ProAce Standard L1H1 Family Standard L1H1 Family 130KM,NaN,1499 cm3,2022,diesel,"169 492,77zł"
https://gratka.pl/motoryzacja/audi-a6-v-c8-40-tdi-quattro-sport-2-0-204km-pakiet-comfort-pakiet-technolog/ob/30664523,Audi A6 V (C8) 40 TDI quattro Sport 2.0 (204KM) | Pakiet Comfort + Pakiet Technolog,NaN,1968 cm3,2023,diesel,235 500zł
https://gratka.pl/motoryzacja/opel-combo-iv-life-xl-elegance-podgrzewane-fotele-przod-klimatyzacja-dwustrefow/ob/30664161,Opel Combo IV Life XL Elegance Podgrzewane Fotele Przód !! Klimatyzacja Dwustrefow,NaN,1199 cm3,2022,benzyna,"140 833,77zł"
https://gratka.pl/motoryzacja/ford-ranger-iii-raptor-4x4-a10-4x4-a10-288km/ob/30664041,Ford Ranger III Raptor 4x4 A10 4x4 A10 288KM,NaN,2999 cm3,2022,benzyna,"356 698,77zł"
https://gratka.pl/motoryzacja/ford-tourneo-connect-ii-grand-active-a7-grand-active-a7-122km/ob/30664015,Ford Tourneo Connect II Grand Active A7 Grand Active A7 122KM,NaN,1968 cm3,2023,diesel,"169 738,77zł"
https://gratka.pl/motoryzacja/ford-tourneo-connect-ii-grand-active-a7-grand-active-a7-122km/ob/30664011,Ford Tourneo Connect II Grand Active A7 Grand Active A7 122KM,NaN,1968 cm3,2023,diesel,"167 278,77zł"
https://gratka.pl/motoryzacja/ford-tourneo-connect-ii-grand-active-a7-grand-active-a7-122km/ob/30664007,Ford Tourneo Connect II Grand Active A7 Grand Active A7 122KM,NaN,1968 cm3,2023,diesel,"169 738,77zł"
https://gratka.pl/motoryzacja/ford-transit-viii-kombi-350-l3h2-trend-a6-kombi-350-l3h2-trend-a6-130km/ob/30663995,Ford Transit VIII Kombi 350 L3H2 Trend A6 Kombi 350 L3H2 Trend A6 130KM,NaN,1996 cm3,2023,diesel,"223 858,77zł"
https://gratka.pl/motoryzacja/ford-320-l2-titanium-reflektory-ksenonowe-hak-kamera-cofania-rad/ob/30663993,Ford 320 L2 Titanium Reflektory ksenonowe !! Hak !! Kamera Cofania !! Rad,NaN,1996 cm3,2023,diesel,"249 319,77zł"
https://gratka.pl/motoryzacja/ford-tourneo-320-l2-titanium-nawigacja-kamera-cofania-active-park-assist/ob/30663989,Ford Tourneo 320 L2 Titanium Nawigacja !! Kamera Cofania !! Active Park Assist !,NaN,1996 cm3,2023,diesel,"273 304,77zł"
https://gratka.pl/motoryzacja/ford-tourneo-320-l2-titanium-inteligentny-tempomat-kamera-cofania-podgrzewa/ob/30663979,Ford Tourneo 320 L2 Titanium Inteligentny Tempomat !! Kamera Cofania !! Podgrzewa,NaN,1996 cm3,2023,diesel,"259 528,77zł"
https://gratka.pl/motoryzacja/ford-transit-custom-kombi-320-l2h1-trend-klimatyzacja-w-tylnej-czesci-alarm-obwodowy/ob/30662999,Ford Transit Custom Kombi 320 L2H1 Trend Klimatyzacja w tylnej części !! Alarm obwodowy,NaN,1996 cm3,2023,diesel,"190 033,77zł"
https://gratka.pl/motoryzacja/ford-transit-connect-kombi-220-l1-trend-tempomat-tylne-czujniki-parkowania-poduszka/ob/30662043,Ford Transit Connect Kombi 220 L1 Trend Tempomat !! Tylne Czujniki Parkowania !! Poduszka,NaN,1498 cm3,2022,diesel,"130 009,77zł"
https://gratka.pl/motoryzacja/mercedes-benz-klasa-glb-200-progressive-1-4-glb-200-progressive-163km-pakiet-wyposazeni/ob/30660061,Mercedes-Benz Klasa GLB 200 Progressive 1.4 GLB 200 Progressive (163KM) | Pakiet wyposażeni,NaN,1332 cm3,2023,benzyna,208 800zł
https://gratka.pl/motoryzacja/mercedes-benz-200-4-matic-style-1-3-163km-pakiet-integracyjny-smartphone/ob/30659905,Mercedes-Benz 200 4-Matic Style 1.3 (163KM) | Pakiet integracyjny smartphone,NaN,1332 cm3,2023,benzyna,215 200zł
https://gratka.pl/motoryzacja/mercedes-benz-220-d-4-matic-style-2-0-220-d-4-matic-style-190km-pakiet-wyposaz/ob/30659255,Mercedes-Benz 220 d 4-Matic Style 2.0 220 d 4-Matic Style (190KM) | Pakiet Wyposaż,NaN,1950 cm3,2023,diesel,236 300zł
https://gratka.pl/motoryzacja/audi-q7-ii-45-tdi-quattro-s-line-3-0-231km-pakiet-comfort/ob/30651383,Audi Q7 II 45 TDI quattro S Line 3.0 (231KM) | Pakiet Comfort,NaN,2967 cm3,2023,diesel,319 100zł
https://gratka.pl/motoryzacja/mercedes-benz-klasa-gle-w167-coupe-300-d-4-matic-amg-line-2-0-coupe-300-d-4-matic-amg-line-269km/ob/30650921,Mercedes-Benz Klasa GLE W167 Coupe 300 d 4-Matic AMG Line 2.0 Coupe 300 d 4-Matic AMG Line (269KM,NaN,1993 cm3,2023,diesel,460 700zł
https://gratka.pl/motoryzacja/mercedes-benz-coupe-300-d-4-matic-amg-line-2-0-269km-pakiet-amg-premium/ob/30650779,Mercedes-Benz Coupe 300 d 4-Matic AMG Line 2.0 (269KM) | Pakiet AMG Premium,NaN,1993 cm3,2023,diesel,464 100zł
https://gratka.pl/motoryzacja/renault-clio-iv-0-9-tce-clio-0-9-tce-90km/ob/30649673,Renault Clio IV 0.9 TCe Clio 0.9 TCe 90KM,45725,898 cm3,2016,benzyna,39 990zł
https://gratka.pl/motoryzacja/mercedes-benz-250-4-matic-progressive-glb-250-4-matic-progressive-2-0-224km/ob/30649431,Mercedes-Benz 250 4-Matic Progressive GLB 250 4-Matic Progressive 2.0 (224KM),NaN,1991 cm3,2023,benzyna,229 000zł
https://gratka.pl/motoryzacja/mercedes-benz-coupe-300-d-4-matic-advanced-plus-2-0-coupe-300-d-4-matic-advanced-p/ob/30647789,Mercedes-Benz Coupe 300 d 4-Matic Advanced Plus 2.0 Coupe 300 d 4-Matic Advanced P,NaN,1993 cm3,2023,diesel,440 000zł
https://gratka.pl/motoryzacja/mercedes-benz-coupe-300-d-4-matic-premium-2-0-coupe-300-d-4-matic-premium-269km/ob/30646799,Mercedes-Benz Coupe 300 d 4-Matic Premium 2.0 Coupe 300 d 4-Matic Premium (269KM),NaN,1993 cm3,2023,diesel,470 900zł
https://gratka.pl/motoryzacja/mercedes-benz-klasa-e-220-d-4-matic-2-0-220-d-4-matic-194km-pakiet-wyposazenia-premium/ob/30646517,Mercedes-Benz Klasa E 220 d 4-Matic 2.0 220 d 4-Matic (194KM) | Pakiet wyposażenia Premium,NaN,1993 cm3,2023,diesel,266 000zł
https://gratka.pl/motoryzacja/mercedes-benz-450-4-matic-450-4-matic-3-0-367km/ob/30645845,Mercedes-Benz 450 4-Matic 450 4-Matic 3.0 (367KM),NaN,2999 cm3,2023,benzyna,424 300zł
https://gratka.pl/motoryzacja/volkswagen-caddy-iii-life-life-102km/ob/30645617,Volkswagen Caddy III Life Life 102KM,18000,1968 cm3,2022,diesel,"146 368,77zł"
https://gratka.pl/motoryzacja/hyundai-i30-ii-1-5-dpi-classic-classic-1-5-110km-czujniki-parkowania-tyl-tempo/ob/30641747,Hyundai i30 II 1.5 DPI Classic + Classic + 1.5 110KM |Czujniki parkowania tył|Tempo,22028,1498 cm3,2021,benzyna,67 990zł
https://gratka.pl/motoryzacja/hyundai-ioniq-hybrid-premium-premium-1-6-gdi-hev-141km-6dct/ob/30634869,Hyundai Ioniq hybrid Premium Premium 1.6 GDi HEV 141KM 6DCT,10186,1580 cm3,2021,technologia hybrydowa,118 900zł
https://gratka.pl/motoryzacja/kia-cee-d-iii-ceed-1-5-t-gdi-s-s-1-5-t-gdi-160km-bluetooth/ob/30634783,Kia Cee'd III Ceed 1.5 T-GDI S S 1.5 T-GDI 160KM |Bluetooth|,8436,1482 cm3,2022,benzyna,85 900zł
https://gratka.pl/motoryzacja/audi-q3-ii-sportback-35-tfsi-1-5-150km/ob/30634607,Audi Q3 II Sportback 35 TFSI 1.5 (150KM),NaN,1498 cm3,2023,benzyna,177 200zł
https://gratka.pl/motoryzacja/mercedes-benz-klasa-e-business-edition/ob/30634509,Mercedes-Benz Klasa E Business Edition,NaN,1950 cm3,2023,diesel,335 600zł
https://gratka.pl/motoryzacja/mercedes-benz-klasa-a-w177-220-4-matic-amg-line-220-4-matic-amg-line-2-0-190km/ob/30634495,Mercedes-Benz Klasa A W177 220 4-Matic AMG Line 220 4-Matic AMG Line 2.0 (190KM),NaN,1991 cm3,2023,benzyna,203 600zł
https://gratka.pl/motoryzacja/mercedes-benz-klasa-gle-w167-coupe-300-d-4-matic-advanced-300-d-4-matic-advanced-2-0-272km/ob/30634331,Mercedes-Benz Klasa GLE W167 Coupe 300 d 4-Matic Advanced 300 d 4-Matic Advanced 2.0 (272KM),NaN,1993 cm3,2023,diesel,392 300zł
https://gratka.pl/motoryzacja/audi-a4-8w-avant-s-line-2-0-45-tfsi-quattro-s-tronic-265km-pakiet-comfort/ob/30634289,Audi A4 8W Avant S Line 2.0 45 TFSI Quattro S tronic (265KM) | Pakiet Comfort +,NaN,1984 cm3,2023,benzyna,264 500zł
https://gratka.pl/motoryzacja/audi-q5-iii-45-tfsi-quattro-s-line-45-tfsi-quattro-s-line-2-0-265km/ob/30634157,Audi Q5 III 45 TFSI Quattro S Line 45 TFSI Quattro S Line 2.0 (265KM),NaN,1984 cm3,2023,benzyna,318 400zł
https://gratka.pl/motoryzacja/audi-q7-ii-45-tdi-quattro-s-line-3-0-45-tdi-quattro-s-line-231km-pakiet-tec/ob/30634143,Audi Q7 II 45 TDI Quattro S Line 3.0 45 TDI Quattro S Line (231KM) | Pakiet Tec,NaN,2967 cm3,2023,diesel,331 500zł
https://gratka.pl/motoryzacja/audi-a6-v-c8-rs6-tfsi-quattro-3-0-600km-pakiet-rs-dynamic/ob/30634139,Audi A6 V (C8) RS6 TFSI Quattro 3.0 (600KM) | Pakiet RS Dynamic,NaN,3996 cm3,2023,benzyna,700 700zł
